datetime,sender_original,message_original,date,month,weekday,hour,sender,is_system_or_media,message_for_sentiment,message_clean_nlp,sentence_original,sentence_for_sentiment,sentence_clean_nlp,tokens,tokens_no_stopwords,stems,lemmas,preprocessed_text,sentiment_score,sentiment_label
2026-02-12 17:43:55,Martin Bratoi,"Good afternoon everyone,
I've already received a few messages regarding missing course assignments in the Datacamp provided by Prof. Swati. I would like to kindly ask everyone to check if they've been assigned courses within the Datacamp. If that is not the case please reach out to me on WhatsApp and send me your uni email, so I'm able to forward a complete list to Prof. Swati of who is missing the assignments.
In case there are other issues regarding that matter please specify them when reaching out to me.

Thanks a lot! :D <This message was edited>",2026-02-12,2026-02,Thursday,17,Sender_038,False,"Good afternoon everyone, I've already received a few messages regarding missing course assignments in the Datacamp provided by Prof. Swati. I would like to kindly ask everyone to check if they've been assigned courses within the Datacamp. If that is not the case please reach out to me on WhatsApp and send me your uni email, so I'm able to forward a complete list to Prof. Swati of who is missing the assignments. In case there are other issues regarding that matter please specify them when reaching out to me. Thanks a lot! :D <This message was edited>",good afternoon everyone i've already received a few messages regarding missing course assignments in the datacamp provided by prof swati i would like to kindly ask everyone to check if they've been assigned courses within the datacamp if that is not the case please reach out to me on whatsapp and send me your uni email so i'm able to forward a complete list to prof swati of who is missing the assignments in case there are other issues regarding that matter please specify them when reaching out to me thanks a lot d this message was edited,"email, so I'm able to forward a complete list to Prof.","email, so I'm able to forward a complete list to Prof.",email so i'm able to forward a complete list to prof,"['email', 'so', ""i'm"", 'able', 'to', 'forward', 'a', 'complete', 'list', 'to', 'prof']","['email', 'able', 'forward', 'complete', 'list', 'prof']","['email', 'abl', 'forward', 'complet', 'list', 'prof']","['email', 'able', 'forward', 'complete', 'list', 'prof']",email able forward complete list prof,0.0,Neutral
2026-02-12 17:43:55,Martin Bratoi,"Good afternoon everyone,
I've already received a few messages regarding missing course assignments in the Datacamp provided by Prof. Swati. I would like to kindly ask everyone to check if they've been assigned courses within the Datacamp. If that is not the case please reach out to me on WhatsApp and send me your uni email, so I'm able to forward a complete list to Prof. Swati of who is missing the assignments.
In case there are other issues regarding that matter please specify them when reaching out to me.

Thanks a lot! :D <This message was edited>",2026-02-12,2026-02,Thursday,17,Sender_038,False,"Good afternoon everyone, I've already received a few messages regarding missing course assignments in the Datacamp provided by Prof. Swati. I would like to kindly ask everyone to check if they've been assigned courses within the Datacamp. If that is not the case please reach out to me on WhatsApp and send me your uni email, so I'm able to forward a complete list to Prof. Swati of who is missing the assignments. In case there are other issues regarding that matter please specify them when reaching out to me. Thanks a lot! :D <This message was edited>",good afternoon everyone i've already received a few messages regarding missing course assignments in the datacamp provided by prof swati i would like to kindly ask everyone to check if they've been assigned courses within the datacamp if that is not the case please reach out to me on whatsapp and send me your uni email so i'm able to forward a complete list to prof swati of who is missing the assignments in case there are other issues regarding that matter please specify them when reaching out to me thanks a lot d this message was edited,Swati of who is missing the assignments.,Swati of who is missing the assignments.,swati of who is missing the assignments,"['swati', 'of', 'who', 'is', 'missing', 'the', 'assignments']","['swati', 'missing', 'assignments']","['swati', 'miss', 'assign']","['swati', 'missing', 'assignment']",swati missing assignment,-0.296,Negative
2026-02-12 17:43:55,Martin Bratoi,"Good afternoon everyone,
I've already received a few messages regarding missing course assignments in the Datacamp provided by Prof. Swati. I would like to kindly ask everyone to check if they've been assigned courses within the Datacamp. If that is not the case please reach out to me on WhatsApp and send me your uni email, so I'm able to forward a complete list to Prof. Swati of who is missing the assignments.
In case there are other issues regarding that matter please specify them when reaching out to me.

Thanks a lot! :D <This message was edited>",2026-02-12,2026-02,Thursday,17,Sender_038,False,"Good afternoon everyone, I've already received a few messages regarding missing course assignments in the Datacamp provided by Prof. Swati. I would like to kindly ask everyone to check if they've been assigned courses within the Datacamp. If that is not the case please reach out to me on WhatsApp and send me your uni email, so I'm able to forward a complete list to Prof. Swati of who is missing the assignments. In case there are other issues regarding that matter please specify them when reaching out to me. Thanks a lot! :D <This message was edited>",good afternoon everyone i've already received a few messages regarding missing course assignments in the datacamp provided by prof swati i would like to kindly ask everyone to check if they've been assigned courses within the datacamp if that is not the case please reach out to me on whatsapp and send me your uni email so i'm able to forward a complete list to prof swati of who is missing the assignments in case there are other issues regarding that matter please specify them when reaching out to me thanks a lot d this message was edited,In case there are other issues regarding that matter please specify them when reaching out to me.,In case there are other issues regarding that matter please specify them when reaching out to me.,in case there are other issues regarding that matter please specify them when reaching out to me,"['in', 'case', 'there', 'are', 'other', 'issues', 'regarding', 'that', 'matter', 'please', 'specify', 'them', 'when', 'reaching', 'out', 'to', 'me']","['case', 'issues', 'regarding', 'matter', 'specify', 'reaching']","['case', 'issu', 'regard', 'matter', 'specifi', 'reach']","['case', 'issue', 'regarding', 'matter', 'specify', 'reaching']",case issue regarding matter specify reaching,0.4939,Positive
2026-02-12 17:43:55,Martin Bratoi,"Good afternoon everyone,
I've already received a few messages regarding missing course assignments in the Datacamp provided by Prof. Swati. I would like to kindly ask everyone to check if they've been assigned courses within the Datacamp. If that is not the case please reach out to me on WhatsApp and send me your uni email, so I'm able to forward a complete list to Prof. Swati of who is missing the assignments.
In case there are other issues regarding that matter please specify them when reaching out to me.

Thanks a lot! :D <This message was edited>",2026-02-12,2026-02,Thursday,17,Sender_038,False,"Good afternoon everyone, I've already received a few messages regarding missing course assignments in the Datacamp provided by Prof. Swati. I would like to kindly ask everyone to check if they've been assigned courses within the Datacamp. If that is not the case please reach out to me on WhatsApp and send me your uni email, so I'm able to forward a complete list to Prof. Swati of who is missing the assignments. In case there are other issues regarding that matter please specify them when reaching out to me. Thanks a lot! :D <This message was edited>",good afternoon everyone i've already received a few messages regarding missing course assignments in the datacamp provided by prof swati i would like to kindly ask everyone to check if they've been assigned courses within the datacamp if that is not the case please reach out to me on whatsapp and send me your uni email so i'm able to forward a complete list to prof swati of who is missing the assignments in case there are other issues regarding that matter please specify them when reaching out to me thanks a lot d this message was edited,Thanks a lot!,Thanks a lot!,thanks a lot,"['thanks', 'a', 'lot']",['lot'],['lot'],['lot'],lot,0.4926,Positive
2026-02-12 17:43:55,Martin Bratoi,"Good afternoon everyone,
I've already received a few messages regarding missing course assignments in the Datacamp provided by Prof. Swati. I would like to kindly ask everyone to check if they've been assigned courses within the Datacamp. If that is not the case please reach out to me on WhatsApp and send me your uni email, so I'm able to forward a complete list to Prof. Swati of who is missing the assignments.
In case there are other issues regarding that matter please specify them when reaching out to me.

Thanks a lot! :D <This message was edited>",2026-02-12,2026-02,Thursday,17,Sender_038,False,"Good afternoon everyone, I've already received a few messages regarding missing course assignments in the Datacamp provided by Prof. Swati. I would like to kindly ask everyone to check if they've been assigned courses within the Datacamp. If that is not the case please reach out to me on WhatsApp and send me your uni email, so I'm able to forward a complete list to Prof. Swati of who is missing the assignments. In case there are other issues regarding that matter please specify them when reaching out to me. Thanks a lot! :D <This message was edited>",good afternoon everyone i've already received a few messages regarding missing course assignments in the datacamp provided by prof swati i would like to kindly ask everyone to check if they've been assigned courses within the datacamp if that is not the case please reach out to me on whatsapp and send me your uni email so i'm able to forward a complete list to prof swati of who is missing the assignments in case there are other issues regarding that matter please specify them when reaching out to me thanks a lot d this message was edited,:D <This message was edited>,:D <This message was edited>,d this message was edited,"['d', 'this', 'message', 'was', 'edited']","['message', 'edited']","['messag', 'edit']","['message', 'edited']",message edited,0.6166,Positive
2026-02-12 21:38:48,Georgios Terzidis,"Just to repeat:
so the paper has a small mistake. All even groups start at 9 30 all odd groups start at 11",2026-02-12,2026-02,Thursday,21,Sender_034,False,Just to repeat: so the paper has a small mistake. All even groups start at 9 30 all odd groups start at 11,just to repeat so the paper has a small mistake all even groups start at all odd groups start at,Just to repeat: so the paper has a small mistake.,Just to repeat: so the paper has a small mistake.,just to repeat so the paper has a small mistake,"['just', 'to', 'repeat', 'so', 'the', 'paper', 'has', 'a', 'small', 'mistake']","['repeat', 'paper', 'small', 'mistake']","['repeat', 'paper', 'small', 'mistak']","['repeat', 'paper', 'small', 'mistake']",repeat paper small mistake,-0.34,Negative
2026-02-12 21:38:48,Georgios Terzidis,"Just to repeat:
so the paper has a small mistake. All even groups start at 9 30 all odd groups start at 11",2026-02-12,2026-02,Thursday,21,Sender_034,False,Just to repeat: so the paper has a small mistake. All even groups start at 9 30 all odd groups start at 11,just to repeat so the paper has a small mistake all even groups start at all odd groups start at,All even groups start at 9 30 all odd groups start at 11,All even groups start at 9 30 all odd groups start at 11,all even groups start at all odd groups start at,"['all', 'even', 'groups', 'start', 'at', 'all', 'odd', 'groups', 'start', 'at']","['even', 'groups', 'start', 'odd', 'groups', 'start']","['even', 'group', 'start', 'odd', 'group', 'start']","['even', 'group', 'start', 'odd', 'group', 'start']",even group start odd group start,-0.3182,Negative
2026-02-13 10:55:33,+91 81977 25033,"Good morning, everyone. Professor Ajinkya has asked odd-numbered teams to go to the Datalab for the presentation. <This message was edited>",2026-02-13,2026-02,Friday,10,Sender_023,False,"Good morning, everyone. Professor Ajinkya has asked odd-numbered teams to go to the Datalab for the presentation. <This message was edited>",good morning everyone professor ajinkya has asked odd numbered teams to go to the datalab for the presentation this message was edited,"Good morning, everyone.","Good morning, everyone.",good morning everyone,"['good', 'morning', 'everyone']","['good', 'morning']","['good', 'morn']","['good', 'morning']",good morning,0.4404,Positive
2026-02-13 10:55:33,+91 81977 25033,"Good morning, everyone. Professor Ajinkya has asked odd-numbered teams to go to the Datalab for the presentation. <This message was edited>",2026-02-13,2026-02,Friday,10,Sender_023,False,"Good morning, everyone. Professor Ajinkya has asked odd-numbered teams to go to the Datalab for the presentation. <This message was edited>",good morning everyone professor ajinkya has asked odd numbered teams to go to the datalab for the presentation this message was edited,Professor Ajinkya has asked odd-numbered teams to go to the Datalab for the presentation.,Professor Ajinkya has asked odd-numbered teams to go to the Datalab for the presentation.,professor ajinkya has asked odd numbered teams to go to the datalab for the presentation,"['professor', 'ajinkya', 'has', 'asked', 'odd', 'numbered', 'teams', 'to', 'go', 'to', 'the', 'datalab', 'for', 'the', 'presentation']","['professor', 'ajinkya', 'asked', 'odd', 'numbered', 'teams', 'go', 'datalab', 'presentation']","['professor', 'ajinkya', 'ask', 'odd', 'number', 'team', 'go', 'datalab', 'present']","['professor', 'ajinkya', 'asked', 'odd', 'numbered', 'team', 'go', 'datalab', 'presentation']",professor ajinkya asked odd numbered team go datalab presentation,0.0,Neutral
2026-02-13 10:55:33,+91 81977 25033,"Good morning, everyone. Professor Ajinkya has asked odd-numbered teams to go to the Datalab for the presentation. <This message was edited>",2026-02-13,2026-02,Friday,10,Sender_023,False,"Good morning, everyone. Professor Ajinkya has asked odd-numbered teams to go to the Datalab for the presentation. <This message was edited>",good morning everyone professor ajinkya has asked odd numbered teams to go to the datalab for the presentation this message was edited,<This message was edited>,<This message was edited>,this message was edited,"['this', 'message', 'was', 'edited']","['message', 'edited']","['messag', 'edit']","['message', 'edited']",message edited,0.0,Neutral
2026-02-16 17:20:09,Haaris K Khalil,"To reiterate what George said a short while back, to apply for this you need to write a short letter of motivation and email it to Prof Swati before tomorrow (Tuesday) EOD.",2026-02-16,2026-02,Monday,17,Sender_036,False,"To reiterate what George said a short while back, to apply for this you need to write a short letter of motivation and email it to Prof Swati before tomorrow (Tuesday) EOD.",to reiterate what george said a short while back to apply for this you need to write a short letter of motivation and email it to prof swati before tomorrow tuesday eod,"To reiterate what George said a short while back, to apply for this you need to write a","To reiterate what George said a short while back, to apply for this you need to write a",to reiterate what george said a short while back to apply for this you need to write a,"['to', 'reiterate', 'what', 'george', 'said', 'a', 'short', 'while', 'back', 'to', 'apply', 'for', 'this', 'you', 'need', 'to', 'write', 'a']","['reiterate', 'george', 'said', 'short', 'back', 'apply', 'need', 'write']","['reiter', 'georg', 'said', 'short', 'back', 'appli', 'need', 'write']","['reiterate', 'george', 'said', 'short', 'back', 'apply', 'need', 'write']",reiterate george said short back apply need write,0.0,Neutral
2026-02-16 17:20:09,Haaris K Khalil,"To reiterate what George said a short while back, to apply for this you need to write a short letter of motivation and email it to Prof Swati before tomorrow (Tuesday) EOD.",2026-02-16,2026-02,Monday,17,Sender_036,False,"To reiterate what George said a short while back, to apply for this you need to write a short letter of motivation and email it to Prof Swati before tomorrow (Tuesday) EOD.",to reiterate what george said a short while back to apply for this you need to write a short letter of motivation and email it to prof swati before tomorrow tuesday eod,short letter of motivation and email it to Prof Swati before tomorrow (Tuesday) EOD.,short letter of motivation and email it to Prof Swati before tomorrow (Tuesday) EOD.,short letter of motivation and email it to prof swati before tomorrow tuesday eod,"['short', 'letter', 'of', 'motivation', 'and', 'email', 'it', 'to', 'prof', 'swati', 'before', 'tomorrow', 'tuesday', 'eod']","['short', 'letter', 'motivation', 'email', 'prof', 'swati', 'tomorrow', 'tuesday', 'eod']","['short', 'letter', 'motiv', 'email', 'prof', 'swati', 'tomorrow', 'tuesday', 'eod']","['short', 'letter', 'motivation', 'email', 'prof', 'swati', 'tomorrow', 'tuesday', 'eod']",short letter motivation email prof swati tomorrow tuesday eod,0.34,Positive
2026-02-17 16:02:20,Martin Bratoi,"Regarding the issue with the Datacamp:
The Professor just sent me the invitation link to the Datacamp again which adds everyone to the Python Classroom we are in. Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe (expiring link).

Here is the link, I checked it and it works: https://www.datacamp.com/groups/shared_links/5b221351469fa06789cf4dfdfe04462587177773c8bf5c4324e0a332bf6ee5b6 <This message was edited>",2026-02-17,2026-02,Tuesday,16,Sender_038,False,"Regarding the issue with the Datacamp: The Professor just sent me the invitation link to the Datacamp again which adds everyone to the Python Classroom we are in. Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe (expiring link). Here is the link, I checked it and it works: URL <This message was edited>",regarding the issue with the datacamp the professor just sent me the invitation link to the datacamp again which adds everyone to the python classroom we are in be sure to use it as fast as possible due to it being unavailable after a certain timeframe expiring link here is the link i checked it and it works url this message was edited,Regarding the issue with the Datacamp: The Professor just sent me the invitation link to the Datacamp again,Regarding the issue with the Datacamp: The Professor just sent me the invitation link to the Datacamp again,regarding the issue with the datacamp the professor just sent me the invitation link to the datacamp again,"['regarding', 'the', 'issue', 'with', 'the', 'datacamp', 'the', 'professor', 'just', 'sent', 'me', 'the', 'invitation', 'link', 'to', 'the', 'datacamp', 'again']","['regarding', 'issue', 'datacamp', 'professor', 'sent', 'invitation', 'link', 'datacamp']","['regard', 'issu', 'datacamp', 'professor', 'sent', 'invit', 'link', 'datacamp']","['regarding', 'issue', 'datacamp', 'professor', 'sent', 'invitation', 'link', 'datacamp']",regarding issue datacamp professor sent invitation link datacamp,0.0,Neutral
2026-02-17 16:02:20,Martin Bratoi,"Regarding the issue with the Datacamp:
The Professor just sent me the invitation link to the Datacamp again which adds everyone to the Python Classroom we are in. Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe (expiring link).

Here is the link, I checked it and it works: https://www.datacamp.com/groups/shared_links/5b221351469fa06789cf4dfdfe04462587177773c8bf5c4324e0a332bf6ee5b6 <This message was edited>",2026-02-17,2026-02,Tuesday,16,Sender_038,False,"Regarding the issue with the Datacamp: The Professor just sent me the invitation link to the Datacamp again which adds everyone to the Python Classroom we are in. Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe (expiring link). Here is the link, I checked it and it works: URL <This message was edited>",regarding the issue with the datacamp the professor just sent me the invitation link to the datacamp again which adds everyone to the python classroom we are in be sure to use it as fast as possible due to it being unavailable after a certain timeframe expiring link here is the link i checked it and it works url this message was edited,which adds everyone to the Python Classroom we are in.,which adds everyone to the Python Classroom we are in.,which adds everyone to the python classroom we are in,"['which', 'adds', 'everyone', 'to', 'the', 'python', 'classroom', 'we', 'are', 'in']","['adds', 'python', 'classroom']","['add', 'python', 'classroom']","['add', 'python', 'classroom']",add python classroom,0.0,Neutral
2026-02-17 16:02:20,Martin Bratoi,"Regarding the issue with the Datacamp:
The Professor just sent me the invitation link to the Datacamp again which adds everyone to the Python Classroom we are in. Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe (expiring link).

Here is the link, I checked it and it works: https://www.datacamp.com/groups/shared_links/5b221351469fa06789cf4dfdfe04462587177773c8bf5c4324e0a332bf6ee5b6 <This message was edited>",2026-02-17,2026-02,Tuesday,16,Sender_038,False,"Regarding the issue with the Datacamp: The Professor just sent me the invitation link to the Datacamp again which adds everyone to the Python Classroom we are in. Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe (expiring link). Here is the link, I checked it and it works: URL <This message was edited>",regarding the issue with the datacamp the professor just sent me the invitation link to the datacamp again which adds everyone to the python classroom we are in be sure to use it as fast as possible due to it being unavailable after a certain timeframe expiring link here is the link i checked it and it works url this message was edited,Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe,Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe,be sure to use it as fast as possible due to it being unavailable after a certain timeframe,"['be', 'sure', 'to', 'use', 'it', 'as', 'fast', 'as', 'possible', 'due', 'to', 'it', 'being', 'unavailable', 'after', 'a', 'certain', 'timeframe']","['sure', 'use', 'fast', 'possible', 'due', 'unavailable', 'certain', 'timeframe']","['sure', 'use', 'fast', 'possibl', 'due', 'unavail', 'certain', 'timefram']","['sure', 'use', 'fast', 'possible', 'due', 'unavailable', 'certain', 'timeframe']",sure use fast possible due unavailable certain timeframe,0.5267,Positive
2026-02-17 16:02:20,Martin Bratoi,"Regarding the issue with the Datacamp:
The Professor just sent me the invitation link to the Datacamp again which adds everyone to the Python Classroom we are in. Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe (expiring link).

Here is the link, I checked it and it works: https://www.datacamp.com/groups/shared_links/5b221351469fa06789cf4dfdfe04462587177773c8bf5c4324e0a332bf6ee5b6 <This message was edited>",2026-02-17,2026-02,Tuesday,16,Sender_038,False,"Regarding the issue with the Datacamp: The Professor just sent me the invitation link to the Datacamp again which adds everyone to the Python Classroom we are in. Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe (expiring link). Here is the link, I checked it and it works: URL <This message was edited>",regarding the issue with the datacamp the professor just sent me the invitation link to the datacamp again which adds everyone to the python classroom we are in be sure to use it as fast as possible due to it being unavailable after a certain timeframe expiring link here is the link i checked it and it works url this message was edited,(expiring link).,(expiring link).,expiring link,"['expiring', 'link']","['expiring', 'link']","['expir', 'link']","['expiring', 'link']",expiring link,0.0,Neutral
2026-02-17 16:02:20,Martin Bratoi,"Regarding the issue with the Datacamp:
The Professor just sent me the invitation link to the Datacamp again which adds everyone to the Python Classroom we are in. Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe (expiring link).

Here is the link, I checked it and it works: https://www.datacamp.com/groups/shared_links/5b221351469fa06789cf4dfdfe04462587177773c8bf5c4324e0a332bf6ee5b6 <This message was edited>",2026-02-17,2026-02,Tuesday,16,Sender_038,False,"Regarding the issue with the Datacamp: The Professor just sent me the invitation link to the Datacamp again which adds everyone to the Python Classroom we are in. Be sure to use it as *fast as possible* due to it being unavailable after a certain timeframe (expiring link). Here is the link, I checked it and it works: URL <This message was edited>",regarding the issue with the datacamp the professor just sent me the invitation link to the datacamp again which adds everyone to the python classroom we are in be sure to use it as fast as possible due to it being unavailable after a certain timeframe expiring link here is the link i checked it and it works url this message was edited,"Here is the link, I checked it and it works: URL <This message was edited>","Here is the link, I checked it and it works: URL <This message was edited>",here is the link i checked it and it works url this message was edited,"['here', 'is', 'the', 'link', 'i', 'checked', 'it', 'and', 'it', 'works', 'url', 'this', 'message', 'was', 'edited']","['link', 'checked', 'works', 'url', 'message', 'edited']","['link', 'check', 'work', 'url', 'messag', 'edit']","['link', 'checked', 'work', 'url', 'message', 'edited']",link checked work url message edited,0.0,Neutral
2026-02-17 16:13:57,Martin Bratoi,After accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the Learn tab. If you have courses everything worked out fine and you are ready to go. If not something went wrong.,2026-02-17,2026-02,Tuesday,16,Sender_038,False,After accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the Learn tab. If you have courses everything worked out fine and you are ready to go. If not something went wrong.,after accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the learn tab if you have courses everything worked out fine and you are ready to go if not something went wrong,After accessing the link please check if you have any courses assigned to you under the assignment tab,After accessing the link please check if you have any courses assigned to you under the assignment tab,after accessing the link please check if you have any courses assigned to you under the assignment tab,"['after', 'accessing', 'the', 'link', 'please', 'check', 'if', 'you', 'have', 'any', 'courses', 'assigned', 'to', 'you', 'under', 'the', 'assignment', 'tab']","['accessing', 'link', 'check', 'courses', 'assigned', 'assignment', 'tab']","['access', 'link', 'check', 'cours', 'assign', 'assign', 'tab']","['accessing', 'link', 'check', 'course', 'assigned', 'assignment', 'tab']",accessing link check course assigned assignment tab,0.3182,Positive
2026-02-17 16:13:57,Martin Bratoi,After accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the Learn tab. If you have courses everything worked out fine and you are ready to go. If not something went wrong.,2026-02-17,2026-02,Tuesday,16,Sender_038,False,After accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the Learn tab. If you have courses everything worked out fine and you are ready to go. If not something went wrong.,after accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the learn tab if you have courses everything worked out fine and you are ready to go if not something went wrong,within the sidebar under the Learn tab.,within the sidebar under the Learn tab.,within the sidebar under the learn tab,"['within', 'the', 'sidebar', 'under', 'the', 'learn', 'tab']","['within', 'sidebar', 'learn', 'tab']","['within', 'sidebar', 'learn', 'tab']","['within', 'sidebar', 'learn', 'tab']",within sidebar learn tab,0.0,Neutral
2026-02-17 16:13:57,Martin Bratoi,After accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the Learn tab. If you have courses everything worked out fine and you are ready to go. If not something went wrong.,2026-02-17,2026-02,Tuesday,16,Sender_038,False,After accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the Learn tab. If you have courses everything worked out fine and you are ready to go. If not something went wrong.,after accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the learn tab if you have courses everything worked out fine and you are ready to go if not something went wrong,If you have courses everything worked out fine and you are ready to go.,If you have courses everything worked out fine and you are ready to go.,if you have courses everything worked out fine and you are ready to go,"['if', 'you', 'have', 'courses', 'everything', 'worked', 'out', 'fine', 'and', 'you', 'are', 'ready', 'to', 'go']","['courses', 'everything', 'worked', 'fine', 'ready', 'go']","['cours', 'everyth', 'work', 'fine', 'readi', 'go']","['course', 'everything', 'worked', 'fine', 'ready', 'go']",course everything worked fine ready go,0.5106,Positive
2026-02-17 16:13:57,Martin Bratoi,After accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the Learn tab. If you have courses everything worked out fine and you are ready to go. If not something went wrong.,2026-02-17,2026-02,Tuesday,16,Sender_038,False,After accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the Learn tab. If you have courses everything worked out fine and you are ready to go. If not something went wrong.,after accessing the link please check if you have any courses assigned to you under the assignment tab within the sidebar under the learn tab if you have courses everything worked out fine and you are ready to go if not something went wrong,If not something went wrong.,If not something went wrong.,if not something went wrong,"['if', 'not', 'something', 'went', 'wrong']","['something', 'went', 'wrong']","['someth', 'went', 'wrong']","['something', 'went', 'wrong']",something went wrong,0.3724,Positive
2026-03-03 21:37:47,Georgios Terzidis,"Dear Students,
We would like to inform you that the complete Internship Semester process documentation for Semester 3 has now been uploaded.

The uploaded materials include:
- Internship Process Guidelines
- Competence Mapping Form
- Final Assessment & Grading Sheet
- Internship Report Template
- Internship FAQs

Please review all documents carefully before starting your internship search or registration process. The documents explain the approval workflow, competence requirements, workload expectations (30 ECTS), and final assessment procedures in detail.
It is your responsibility to ensure that all academic approval steps are completed before starting the internship.

If you have further questions after reviewing the documents, please contact Prof. Dr. Swati Chandna.

https://ecampus.srh-university.de/course/view.php?id=13443&section=0",2026-03-03,2026-03,Tuesday,21,Sender_034,False,"Dear Students, We would like to inform you that the complete Internship Semester process documentation for Semester 3 has now been uploaded. The uploaded materials include: - Internship Process Guidelines - Competence Mapping Form - Final Assessment & Grading Sheet - Internship Report Template - Internship FAQs Please review all documents carefully before starting your internship search or registration process. The documents explain the approval workflow, competence requirements, workload expectations (30 ECTS), and final assessment procedures in detail. It is your responsibility to ensure that all academic approval steps are completed before starting the internship. If you have further questions after reviewing the documents, please contact Prof. Dr. Swati Chandna. URL",dear students we would like to inform you that the complete internship semester process documentation for semester has now been uploaded the uploaded materials include internship process guidelines competence mapping form final assessment grading sheet internship report template internship faqs please review all documents carefully before starting your internship search or registration process the documents explain the approval workflow competence requirements workload expectations ects and final assessment procedures in detail it is your responsibility to ensure that all academic approval steps are completed before starting the internship if you have further questions after reviewing the documents please contact prof dr swati chandna url,"Dear Students, We would like to inform you that the complete Internship Semester process documentation for Semester 3","Dear Students, We would like to inform you that the complete Internship Semester process documentation for Semester 3",dear students we would like to inform you that the complete internship semester process documentation for semester,"['dear', 'students', 'we', 'would', 'like', 'to', 'inform', 'you', 'that', 'the', 'complete', 'internship', 'semester', 'process', 'documentation', 'for', 'semester']","['dear', 'students', 'would', 'like', 'inform', 'complete', 'internship', 'semester', 'process', 'documentation', 'semester']","['dear', 'student', 'would', 'like', 'inform', 'complet', 'internship', 'semest', 'process', 'document', 'semest']","['dear', 'student', 'would', 'like', 'inform', 'complete', 'internship', 'semester', 'process', 'documentation', 'semester']",dear student would like inform complete internship semester process documentation semester,0.6249,Positive
2026-03-03 21:37:47,Georgios Terzidis,"Dear Students,
We would like to inform you that the complete Internship Semester process documentation for Semester 3 has now been uploaded.

The uploaded materials include:
- Internship Process Guidelines
- Competence Mapping Form
- Final Assessment & Grading Sheet
- Internship Report Template
- Internship FAQs

Please review all documents carefully before starting your internship search or registration process. The documents explain the approval workflow, competence requirements, workload expectations (30 ECTS), and final assessment procedures in detail.
It is your responsibility to ensure that all academic approval steps are completed before starting the internship.

If you have further questions after reviewing the documents, please contact Prof. Dr. Swati Chandna.

https://ecampus.srh-university.de/course/view.php?id=13443&section=0",2026-03-03,2026-03,Tuesday,21,Sender_034,False,"Dear Students, We would like to inform you that the complete Internship Semester process documentation for Semester 3 has now been uploaded. The uploaded materials include: - Internship Process Guidelines - Competence Mapping Form - Final Assessment & Grading Sheet - Internship Report Template - Internship FAQs Please review all documents carefully before starting your internship search or registration process. The documents explain the approval workflow, competence requirements, workload expectations (30 ECTS), and final assessment procedures in detail. It is your responsibility to ensure that all academic approval steps are completed before starting the internship. If you have further questions after reviewing the documents, please contact Prof. Dr. Swati Chandna. URL",dear students we would like to inform you that the complete internship semester process documentation for semester has now been uploaded the uploaded materials include internship process guidelines competence mapping form final assessment grading sheet internship report template internship faqs please review all documents carefully before starting your internship search or registration process the documents explain the approval workflow competence requirements workload expectations ects and final assessment procedures in detail it is your responsibility to ensure that all academic approval steps are completed before starting the internship if you have further questions after reviewing the documents please contact prof dr swati chandna url,has now been uploaded.,has now been uploaded.,has now been uploaded,"['has', 'now', 'been', 'uploaded']",['uploaded'],['upload'],['uploaded'],uploaded,0.0,Neutral
